Name	Id
Pleopsidium flavum	318763
Avian metapneumovirus type C	227731
Avian metapneumovirus type B	260584
Papaya leaf curl China virus -[G47]	298599
mitochondrion Ariosoma shiroanago major	135221.mitochondrion
mitochondrion Tetraodon nigroviridis	99883.mitochondrion
Photobacterium kishitanii	318456
Candida apicola	29830
Dama sp.	66310
Tortula ruralis	38588
chloroplast Brachytheciastrum velutinum	113273.chloroplast
chloroplast Disa barbata	376057.chloroplast
mitochondrion Neolamprologus brichardi	32507.mitochondrion
Pseudomonas sp. ST41	274549
Lisianthus necrosis virus	334425
Triticum monococcum subsp. monococcum	408188
Lucania goodei	232977
mitochondrion Salamandra salamandra	57571.mitochondrion
Banana bract mosaic virus	45661
Lindernia anagallis yellow vein virus	300411
chloroplast Fiebrigiella gracilis	108228.chloroplast
Cleome spinosa	228870
Solenopsis macdonaghi	176595
Chondrus ocellatus	29222
mitochondrion Callithrix jacchus	9483.mitochondrion
Haliotis ovina	36099
chloroplast Astragalus membranaceus	83837.chloroplast
chloroplast Penstemon rostriflorus	160378.chloroplast
Oenanthe javanica	49556
mitochondrion Chorda filum	64905.mitochondrion
mitochondrion Martes americana	9660.mitochondrion
chloroplast Aristolochia macrophylla	12949.chloroplast
chloroplast Plagiochila peculiaris	280547.chloroplast
Flanders virus	200400
Cyanidioschyzon merolae strain 10D	280699
Human calicivirus HU/NLV/Hillingdon/90/UK	122911
Mycobacterium sp. HXN-1500	285354
chloroplast Chamaecyparis lawsoniana	58030.chloroplast
mitochondrion Ploceus intermedius	267978.mitochondrion
mitochondrion Spermophilus parryii	9999.mitochondrion
mitochondrion Oxymycterus rufus	56230.mitochondrion
Tomato leaf curl Philippines virus	96054
Vernonia yellow vein virus	367061
mitochondrion Chromis xanthopterygia	229086.mitochondrion
chloroplast Dianella ensifolia	13485.chloroplast
Bacillus phage Fah	345922
mitochondrion Phaethon rubricauda	57073.mitochondrion
chloroplast Eryngium vaseyi	393530.chloroplast
Candida albicans	5476
chloroplast Prunus japonica var. nakaii	97322.chloroplast
chloroplast Vahlodea atropurpurea	335190.chloroplast
mitochondrion Saguinus leucopus	290597.mitochondrion
mitochondrion Puffinus pacificus	48683.mitochondrion
Pneumocystis carinii f. sp. macaca	112250
chloroplast Astrocasia neurocarpa	300988.chloroplast
Plethodon mississippi	315419
Simian foamy virus-orangutan	221703
chloroplast Physcomitrella patens	3218.chloroplast
mitochondrion Pogona minor	206602.mitochondrion
mitochondrion Thylamys velutinus	416366.mitochondrion
Pelargonium line pattern virus	167019
mitochondrion Lepus oiostolus qinghaiensis	112020.mitochondrion
chloroplast Haworthia mirabilis var. triebneriana	247093.chloroplast
mitochondrion Rana plancyi	109178.mitochondrion
Lumbricus bimastus	86417
mitochondrion Cottocomephorus grewingki	57734.mitochondrion
Legionella israelensis	454
Wolbachia endosymbiont strain TRS of Brugia malayi	292805
mitochondrion Mimus saturninus	165194.mitochondrion
Afipia massiliensis	211460
mitochondrion Brassica tournefortii	37661.mitochondrion
Leptospira interrogans serovar Australis	211882
mitochondrion Frederickena viridis	265638.mitochondrion
Neoheterandria umbratilis	188087
chloroplast Cistanche tubulosa	161397.chloroplast
mitochondrion Dicrurus leucophaeus	450170.mitochondrion
Talaromyces stipitatus	28564
Streptomyces spiramyceticus	299717
mitochondrion Latiblattella sp. 3 DJGI-2006	406661.mitochondrion
Oxytricha fallax	5944
Streptomyces roseochromogenes subsp. oscitans (Streptomyces	149682
plastid Diospyros ferrea	240001.plastid
Sunflower necrosis virus	352850
mitochondrion Geomys texensis	72448.mitochondrion
Cryodraco antarcticus	36192
mitochondrion Greta polissena	344639.mitochondrion
mitochondrion Diplacanthopoma brachysoma	181406.mitochondrion
mitochondrion Haliaeetus leucoryphus	52646.mitochondrion
Artemisia tridentata subsp. spiciformis	235357
Tomato leaf curl New Delhi virus - [PkT1/8]	270143
Mycoplasma synoviae	2109
plastid Gasteria maculata	210961.plastid
plastid Vigna mungo	3915.plastid
chloroplast Rheum tanguticum	137226.chloroplast
Erwinia sp. Ejp 556	231374
plastid Colpomenia phaeodactyla	87237.plastid
Malassezia pachydermatis	77020
Silene vulgaris	42043
chloroplast Hordeum pubiflorum	112521.chloroplast
mitochondrion Hierophis caspius	166080.mitochondrion
Escherichia coli EAEC 042	316397
mitochondrion Boulengerochromis microlepis	32488.mitochondrion
Pongo pygmaeus	9600
mitochondrion Mytilus trossulus	6551.mitochondrion
mitochondrion Albinaria brevicollis	256949.mitochondrion
Lactobacillus plantarum WCFS1	220668
chloroplast Viola japonica	316487.chloroplast
Streptococcus pyogenes MGAS6180	319701
Chlamydomonas sp. W80	103365
mitochondrion Pylodictis olivaris	75288.mitochondrion
mitochondrion Cuora amboinensis lineata	260632.mitochondrion
mitochondrion Granatellus pelzelni	182929.mitochondrion
Murine osteosarcoma virus	11830
mitochondrion Cichlasoma labridens	119479.mitochondrion
Aneurinibacillus sp. AM-1	400761
chloroplast Eryngium spiculosum	90459.chloroplast
chloroplast Gelidium pulchellum	28852.chloroplast
mitochondrion Myadestes coloratus coloratus	380538.mitochondrion
Luffa begomovirus	333675
mitochondrion Barbus cyclolepis cyclolepis	101905.mitochondrion
chloroplast Caldesia oligococca	229534.chloroplast
Fusarium pseudograminearum	101028
Anopheles quadriannulatus	34691
mitochondrion Akodon nigrita	89133.mitochondrion
mitochondrion Parus bicolor	317105.mitochondrion
chloroplast Rhodocoma capensis	136749.chloroplast
Populus trichocarpa x Populus deltoides	3695
mitochondrion Pteronotus parnellii	59476.mitochondrion
mitochondrion Polychrus acutirostris	161137.mitochondrion
Rhodococcus sp. Q15	72804
plastid Nesphostylis holosericea	271798.plastid
Saccharomyces castellii	27288
Aedes aegypti	7159
Anabas testudineus	64144
chloroplast Pinus mugo	28528.chloroplast
chloroplast Elmerrillia ovalis	86719.chloroplast
Siegesbeckia yellow vein virus-[GD24]	371402
Human herpesvirus 3 VZV-32	154633
mitochondrion Barbatula barbatula	135647.mitochondrion
chloroplast Primula valentinae	370687.chloroplast
chloroplast Kibatalia gitingensis	184269.chloroplast
chloroplast Aechmea drakeana	106427.chloroplast
mitochondrion Galago gabonensis	261731.mitochondrion
chloroplast Aspidistra elatior	39526.chloroplast
mitochondrion Myrmecophaga tridactyla	71006.mitochondrion
Stemphylium trifolii	183480
Bradyrhizobium sp. Os9	353519
chloroplast Danthonia spicata	42048.chloroplast
Austrelaps superbus	29156
mitochondrion Polyrhachis turneri	111087.mitochondrion
SARS coronavirus Shanhgai LY	235173
Amaranthus hypochondriacus	28502
mitochondrion Anolis sp. SBH266328	323618.mitochondrion
mitochondrion Cepaea hortensis	97200.mitochondrion
mitochondrion Pyrrhura snethlageae	311884.mitochondrion
Maize streak virus - B[Jam]	268329
Geobacillus pallidus	33936
Arabis soyeri subsp. subcoriacea	81975
mitochondrion Scleroptila levalliantoides	389000.mitochondrion
Macropus robustus	9319
Pleurotus ostreatus	5322
Rinderpest virus	39007
Apostichopus japonicus	307972
Triticum turgidum	4571
mitochondrion Diretmoides veriginae	181431.mitochondrion
mitochondrion Cottus bairdii punctulatus	304263.mitochondrion
chloroplast Isotropis cuneifolia	140926.chloroplast
chloroplast Amentotaxus formosana	50176.chloroplast
mitochondrion Cryptotis mexicana	257448.mitochondrion
mitochondrion Aphis cornifoliae	224529.mitochondrion
Coccomyxa sp. PA	41892
mitochondrion Cottocomephorus inermis	61627.mitochondrion
mitochondrion Hemiglyphidodon plagiometopon	229125.mitochondrion
Heloniopsis orientalis	87628
Aequorea coerulescens	210840
mitochondrion Pseudotrapelus sinaitus	118229.mitochondrion
Cypripedium parviflorum var. pubescens	53050
mitochondrion Phrynosoma blainvillii	372482.mitochondrion
mitochondrion Thamnophis sumichrasti	173533.mitochondrion
mitochondrion Spizella breweri	40209.mitochondrion
mitochondrion Parus major	9157.mitochondrion
mitochondrion Oreamnos americanus	34873.mitochondrion
chloroplast Prunus virginiana	133204.chloroplast
Cebus albifrons	9514
chloroplast Nasturtium officinale	65948.chloroplast
mitochondrion Cryptomys hottentotus nimrodi	63618.mitochondrion
Carcharhinus leucas	46612
chloroplast Doryanthes excelsa	49713.chloroplast
Rhodotorula glutinis	5535
Amblyomma scutatum	251397
Karenia brevis	156230
mitochondrion Microtus socialis	269658.mitochondrion
Streptomyces sp. F2	317660
Ornithobacterium rhinotracheale	28251
chloroplast Piper ornatum	288673.chloroplast
Equus przewalskii	9798
mitochondrion Chamaeleo sternfeldi	179921.mitochondrion
chloroplast Memecylon elaeagni	178106.chloroplast
mitochondrion Poecilia gilli	69226.mitochondrion
chloroplast Exochorda racemosa	133206.chloroplast
Secale cereale	4550
Elephas maximus	9783
mitochondrion Cuora amboinensis kamaroma	260617.mitochondrion
mitochondrion Cuora amboinensis amboinensis	232860.mitochondrion
mitochondrion Aglaeactis castelnaudii	304595.mitochondrion
mitochondrion Acipenser stellatus	7903.mitochondrion
mitochondrion Anas gracilis	45630.mitochondrion
chloroplast Aletris spicata	119992.chloroplast
mitochondrion Myrmecobius fasciatus	55782.mitochondrion
mitochondrion Motacilla citreola citreola	228281.mitochondrion
Dioscorea tenuipes	64476
Leptospira interrogans serovar Calos	399366
chloroplast Oedipodium griffithianum	127538.chloroplast
mitochondrion Terrapene nelsoni	158816.mitochondrion
chloroplast Symplocos striata	335945.chloroplast
Melampsora medusae f. sp. deltoidis	258770
Streptomyces spiroverticillatus	67366
chloroplast Phyllanthus hutchinsonianus	319586.chloroplast
chloroplast Anopterus glandulosus	178799.chloroplast
mitochondrion Larus hartlaubii	287015.mitochondrion
chloroplast Smilax rotundifolia	72647.chloroplast
Bacillus sp. KCCM10143	112274
Pseudomonas sp. OPS1	179973
Lactococcus phage c2	31537
chloroplast Hedychium greenei	110717.chloroplast
mitochondrion Otis tarda	73107.mitochondrion
Stigmatella aurantiaca	41
Typhlonectes natans	8456
Nicotiana suaveolens	200320
Desulfurobacterium thermolithotrophum	64160
Vibrio phage K139	70734
Picea sitchensis	3332
Clostridium tetani E88	212717
mitochondrion Liolaemus gravenhorstii	235416.mitochondrion
mitochondrion Muscardinus avellanarius	39082.mitochondrion
chloroplast Hatiora salicornioides	154428.chloroplast
Bdellovibrio sp. W	133189
Paenibacillus sp. SH-55	263817
Mycobacterium houstonense	146021
Goose paramyxovirus SF02	204987
Vibrio ordalii	28174
mitochondrion Cyprinella caerulea	87708.mitochondrion
White clover mosaic virus	12190
chloroplast Stewartia ovata	155545.chloroplast
chloroplast Vaccinium poasanum	57539.chloroplast
chloroplast Psathyrostachys stoloniformis	58873.chloroplast
chloroplast Reverchonia arenaria	300956.chloroplast
Fusarium sp. S-19-5	159287
Leptospira interrogans serovar Mini	345172
Nodularia harveyana BECID29	284737
plastid Diospyros malabarica f. atrata	416995.plastid
mitochondrion Chamaeleo chamaeleon	91907.mitochondrion
chloroplast Manglietia insignis	86749.chloroplast
Nodularia harveyana BECID27	284735
Volvox carteri	3067
Paramurexia rothschildi	418657
mitochondrion Trinomys iheringi	42830.mitochondrion
Drosophila affinidisjuncta	7262
chloroplast Elymus trachycaulus	52709.chloroplast
Duck hepatitis B virus	31510
mitochondrion Xenodexia ctenolepis	417476.mitochondrion
mitochondrion Coregonus clupeaformis	59861.mitochondrion
Tomato leaf curl China virus satellite DNA beta	278069
Eptesicus brunneus	177184
Sulfurovum sp. NBC37-1	387093
Bradysia hygida	35572
Streptococcus pyogenes M1 GAS	160490
chloroplast Pinus contorta	3339.chloroplast
chloroplast Heloniopsis orientalis	87628.chloroplast
Escherichia coli	37762
chloroplast Tuyamaella serratistipa	236172.chloroplast
chloroplast Bryum bicolor	200804.chloroplast
Frankliniella occidentalis	133901
chloroplast Weymouthia mollis	137195.chloroplast
Tomato yellow leaf curl Thailand virus-[Y72]	221543
Mungbean yellow mosaic virus - Vigna [KA21]	269104
Porcine rotavirus A34	107263
Aspergillus japonicus	34381
Fragaria chiloensis cryptic virus	335204
mitochondrion Leptopelis kivuensis	240394.mitochondrion
chloroplast Lemna aequinoctialis	161097.chloroplast
chloroplast Erythronium umbilicatum	202160.chloroplast
plastid Nicotiana goodspeedii	200305.plastid
mitochondrion Perognathus alticola	323380.mitochondrion
chloroplast Nicotiana knightiana	118699.chloroplast
chloroplast Aegilops comosa	4485.chloroplast
chloroplast Nitella opaca	97465.chloroplast
chloroplast Grahamia coahuilensis	308215.chloroplast
Orf virus OV/Torino	167124
Ragweed yellows phytoplasma	363914
plastid Nicotiana velutina	49454.plastid
Bradyrhizobium sp. CH2437	353521
chloroplast Jensenia decipiens	280535.chloroplast
Bradyrhizobium sp. CH2438	353508
chloroplast Scleropodiopsis laxiretis	184673.chloroplast
chloroplast Nicotiana umbratica	118712.chloroplast
chloroplast Tiquilia cuspidata	347653.chloroplast
Pelobacter propionicus DSM 2379	338966
mitochondrion Odobenus rosmarus	9707.mitochondrion
Aphid lethal paralysis virus	209529
mitochondrion Eurycea cirrigera	332575.mitochondrion
chloroplast Pseudolarix amabilis	88734.chloroplast
Pyrobaculum sp. M0H	278049
mitochondrion Dictyoneurum californicum	169784.mitochondrion
mitochondrion Kinyongia fischeri	414978.mitochondrion
Tomato yellow leaf curl Thailand virus satellite DNA beta	234830
chloroplast Blossfeldia liliputana	154411.chloroplast
mitochondrion Terathopius ecaudatus	321104.mitochondrion
Bilophila wadsworthia	35833
mitochondrion Ophiostoma ulmi	5174.mitochondrion
Chlamydia trachomatis D/UW-3/CX	272561
mitochondrion Isoodon macrourus	37698.mitochondrion
chloroplast Puya alpestris	106468.chloroplast
chloroplast Ranunculus kuepferi subsp. orientalis	286922.chloroplast
mitochondrion Pyrrhura roseifrons	311883.mitochondrion
mitochondrion Nandayus nenday	51908.mitochondrion
Lettuce infectious yellows virus	31713
mitochondrion Paradisaea raggiana	36268.mitochondrion
Alstroemeria ligtu subsp. ligtu	208882
mitochondrion Geocalamus acutus	261498.mitochondrion
Paenibacillus sp. Dex70-34	247651
mitochondrion Typhlonectes compressicauda	324354.mitochondrion
plastid Haworthia herrei	210971.plastid
Rabbit oral papillomavirus	122291
chloroplast Lathyrus aphaca	3854.chloroplast
chloroplast Halleria lucida	68866.chloroplast
Cydia pomonella	82600
chloroplast Dimorphorchis lowii	331193.chloroplast
Batrachocottus baicalensis	37346
Poeciliopsis scarlli	188134
chloroplast Plicanthus hirtellus	264783.chloroplast
chloroplast Disa venusta	376059.chloroplast
Porcine rotavirus strain A131	101351
Lactobacillus prophage Lj928	139872
chloroplast Spartina pectinata	65991.chloroplast
Cercopithecus cephus cephus	192860
mitochondrion Craugastor persimilis	228453.mitochondrion
Thraustochytrium sp. ATCC21685	191040
chloroplast Ranunculus hirtellus	286913.chloroplast
mitochondrion Anomalospiza imberbis butleri	187916.mitochondrion
chloroplast Pleurothallis segoviensis	125515.chloroplast
Sinapis alba	3728
chloroplast Kunzea baxteri	106042.chloroplast
mitochondrion Cladocora arbuscula	214963.mitochondrion
Dianthus monspessulanus	129769
Brassica oleracea var. botrytis	3715
chloroplast Rosa moschata	74646.chloroplast
Thalassobius gelatinovorus	53501
mitochondrion Otopharynx heterodon	286583.mitochondrion
chloroplast Apera spica-venti	325525.chloroplast
chloroplast Blepharidophyllum densifolium	402598.chloroplast
Enterobacteria phage VT2-Sakai	97081
mitochondrion Spermophilus pallidicauda	99850.mitochondrion
Toscana virus	11590
Pestalotiopsis microspora	85828
mitochondrion Pantherophis guttatus guttatus	412765.mitochondrion
Treponema socranskii	53419
Gonostomum sp. HL-2004	270667
Scrophularia mottle virus	312273
Sphingomonas wittichii RW1	392499
chloroplast Sphagnum lapazense	231110.chloroplast
mitochondrion Plethodon ventralis	315413.mitochondrion
chloroplast Muscari comosum	81770.chloroplast
mitochondrion Parus palustris	48890.mitochondrion
chloroplast Tripterocladium leucocladulum	225351.chloroplast
chloroplast Calamagrostis rivalis	376118.chloroplast
chloroplast Syzygium australe	178175.chloroplast
chloroplast Gisekia pharnacioides	3530.chloroplast
mitochondrion Myotis muricola	159330.mitochondrion
chloroplast Illicium floridanum	13098.chloroplast
Paramecium aurelia	5889
chloroplast Equisetum variegatum	231678.chloroplast
Silene coeli-rosa	54811
Pseudomonas sp. NCIMB 10643	185572
Mycoplasma suis	57372
mitochondrion Crax pauxi	83283.mitochondrion
chloroplast Marcelliopsis splendens	327022.chloroplast
chloroplast Prunus leveilleana	105666.chloroplast
mitochondrion Scenedesmus quadricauda	3089.mitochondrion
mitochondrion Artibeus phaeotis	40229.mitochondrion
Haemagogus equinus densovirus	279154
mitochondrion Pteropus dasymallus	126282.mitochondrion
mitochondrion Alfaro cultratus	55102.mitochondrion
Poplar mosaic virus	31709
mitochondrion Larus novaehollandiae	8916.mitochondrion
Bacillus thuringiensis serovar novosibirsk	257986
Leishmania enriettii	5663
chloroplast Psorothamnus arborescens var. minutifolius	248528.chloroplast
mitochondrion Tylosurus crocodilus crocodilus	129078.mitochondrion
Hypocrea virens	29875
mitochondrion Rhamdia sp. aff. cabrerae	162150.mitochondrion
KI polyomavirus Stockholm 380	423448
Enterobacteria phage HK022	10742
Vaccaria hispanica	39387
Cylindrospermum stagnale PCC 7417	56107
Scomber japonicus	13676
